lambda,time,S,delta_bs,position_delta_bs,position_optimized,optimized_band
0.0005,0.17063492063492064,104.49205536118285,0.6639939159646187,0.6639939159646187,0.6639939159646187,0.02
0.0005,0.1746031746031746,104.3945970404091,0.6621710411525298,0.6621710411525298,0.6639939159646187,0.02
0.0005,0.17857142857142855,104.33246654869728,0.6610187254258817,0.6610187254258817,0.6639939159646187,0.02
0.0005,0.18253968253968253,102.91037865664873,0.6328750193895676,0.6328750193895676,0.6328750193895676,0.02
0.0005,0.1865079365079365,103.11135181757084,0.6369207820335315,0.6369207820335315,0.6328750193895676,0.02
0.0005,0.19047619047619047,104.90122254287053,0.6721482620336223,0.6721482620336223,0.6721482620336223,0.02
0.0005,0.19444444444444442,105.0070622261928,0.6742514441826657,0.6742514441826657,0.6721482620336223,0.02
0.0005,0.1984126984126984,105.12594866510057,0.6766073871635676,0.6766073871635676,0.6721482620336223,0.02
0.0005,0.20238095238095238,105.72704980701997,0.6880756892152484,0.6880756892152484,0.6721482620336223,0.02
0.0005,0.20634920634920634,106.12257903912798,0.6955674629845878,0.6955674629845878,0.6955674629845878,0.02
0.0005,0.2103174603174603,106.85934952986831,0.7091877421885948,0.7091877421885948,0.6955674629845878,0.02
0.0005,0.21428571428571427,107.61000462943827,0.7227377238242855,0.7227377238242855,0.7227377238242855,0.02
0.0005,0.21825396825396826,108.47743688597372,0.7379363888964006,0.7379363888964006,0.7227377238242855,0.02
0.0005,0.2222222222222222,107.4218936901588,0.7198117163736375,0.7198117163736375,0.7227377238242855,0.02
0.0005,0.22619047619047616,107.85439715387861,0.7276463827978452,0.7276463827978452,0.7227377238242855,0.02
0.0005,0.23015873015873015,105.72359522102832,0.6888715517074657,0.6888715517074657,0.6888715517074657,0.02
0.0005,0.23412698412698413,106.10482713865753,0.6962296029535932,0.6962296029535932,0.6888715517074657,0.02
0.0005,0.23809523809523808,104.45649514844607,0.6643364930197697,0.6643364930197697,0.6643364930197697,0.02
0.0005,0.24206349206349204,104.38759409023915,0.6630259376384163,0.6630259376384163,0.6643364930197697,0.02
0.0005,0.24603174603174602,105.03791689822842,0.6760529116647731,0.6760529116647731,0.6643364930197697,0.02
0.0005,0.25,104.51523261371729,0.665739310350137,0.665739310350137,0.6643364930197697,0.02
0.0005,0.25396825396825395,104.66890002589957,0.6689086483070859,0.6689086483070859,0.6643364930197697,0.02
